Method,cookie,lenght,content,classification,url_params,url
GET,2239199B94F8E76621029EE0DB8E3EA9,0,,0,,/tienda1/miembros/salir.jsp
GET,0CF5CA641513E136B709998BBCC9E432,0,,0,,/tienda1/imagenes/2.gif
GET,2CBF906EDB2E898B1FAECD32072AF27E,0,,0,,/tienda1/imagenes/3.gif
GET,1F6810F4C917E56FB899F513CFFCE62C,0,,0,,/tienda1/imagenes/logo.gif
GET,B7078BE9E986CC6F3D24BAAB25565398,0,,0,,/tienda1/imagenes/nuestratierra.jpg
GET,CB98B979437EB53A1E2D985A098FA05B,0,,0,,/tienda1/index.jsp
GET,B355AB13674357F6322B8C453DD54FF3,0,,0,id=1,/tienda1/publico/caracteristicas.jsp?id=1
POST,2A0EECAF98CC442DFEA8AC42D7F31665,4,id=1,0,,/tienda1/publico/caracteristicas.jsp
GET,BDF4E991DC1539523241E12F3B49A3A2,0,,0,errorMsg=Credenciales+incorrectas,/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas
POST,8045CB56DC58C5D59989B7F64630D6F6,33,errorMsg=Credenciales+incorrectas,0,,/tienda1/publico/entrar.jsp
GET,0DBA063AB1C6C64CB17B76E40EEF4BCA,0,,0,,/tienda1/publico/productos.jsp
GET,275F25BAF3B642B21B2A2F54D9B831B9,0,,0,B2=Vaciar+carrito,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito
POST,620127D811898AE37A3D7DA1C2669DB0,17,B2=Vaciar+carrito,0,,/tienda1/publico/vaciar.jsp
GET,9A616EAC97F7224E45829BFBFE286940,0,,0,,/tienda1/global/creditos.jsp
GET,A62B80F27140BDD1B70BD6BB95B8AAB8,0,,0,,/tienda1/global/menum.jsp
GET,CC3FD6EED4EC2B747DC21CACA8B2E7D1,0,,0,,/tienda1/global/titulo.jsp
GET,E650C2C03364A06B846A6FFB417656DD,0,,0,,/tienda1/miembros/imagenes/castro.jpg
GET,21D3E1A94FCF62FC226CC408456E0B69,0,,0,,/tienda1/miembros/imagenes/ogono.jpg
GET,1948F85897B14F4EB198F52D34AEB28D,0,,0,,/tienda1/miembros/imagenes/zarauz.jpg
GET,A8FC33B4B9CA495EB18183545E77E91C,0,,0,,/tienda1/miembros/index.jsp
GET,3C02CA6FE00B09E5D15B3510CEEF0D4E,0,,0,modo=registro&login=billotea0&password=silb7dor&nombre=Ar%EDstides&apellidos=Flor%ED+Chino&email=velez_hubner5%40castigadas.cv&dni=85802086B&direccion=C%2F+Princesa+Guajara%2C+95+13%3FE&ciudad=Iruraiz-Gauna&cp=46198&provincia=Murcia&ntc=1542089007800249&B1=Registrar,/tienda1/miembros/editar.jsp?modo=registro&login=billotea0&password=silb7dor&nombre=Ar%EDstides&apellidos=Flor%ED+Chino&email=velez_hubner5%40castigadas.cv&dni=85802086B&direccion=C%2F+Princesa+Guajara%2C+95+13%3FE&ciudad=Iruraiz-Gauna&cp=46198&provincia=Murcia&ntc=1542089007800249&B1=Registrar
GET,E63CA871BAE5EC6E0EC6AB59ECE2E666,0,,0,,/tienda1/miembros/fotos.jsp
GET,E209F90872D09BF3EC6DB306C02F5A7B,0,,0,,/tienda1/miembros/salir.jsp
GET,06C35CA6CE1AF9EEB0A49096CB2ED157,0,,0,,/tienda1/imagenes/1.gif
GET,A15B868F337672B90544273A82DF154D,0,,0,,/tienda1/imagenes/2.gif
GET,BFE97FA2599BC0691D44ADF5FA2B5C48,0,,0,,/tienda1/imagenes/3.gif
GET,BBEEA0F9E9C9CF4E0D967DCA1A99A78C,0,,0,,/tienda1/imagenes/cmenbul.gif
GET,A074973440CA355CAAF6AD4615EEF9BB,0,,0,id=1&nombre=Queso+Manchego&precio=85&cantidad=92&B1=A%F1adir+al+carrito,/tienda1/publico/anadir.jsp?id=1&nombre=Queso+Manchego&precio=85&cantidad=92&B1=A%F1adir+al+carrito
GET,DFFCB423F46511C9980010791CF112DE,0,,0,modo=entrar&login=greaves3&pwd=c95ciNaci7N&remember=off&B1=Entrar,/tienda1/publico/autenticar.jsp?modo=entrar&login=greaves3&pwd=c95ciNaci7N&remember=off&B1=Entrar
POST,9FEE5AA542396C292E83BCCD32B18DFD,4,id=1,0,,/tienda1/publico/caracteristicas.jsp
GET,3509F7FAA98A80A066EE167114658F5C,0,,0,,/tienda1/publico/carrito.jsp
POST,80FCB919C702C8C6B6E2A07A9D861C14,33,errorMsg=Credenciales+incorrectas,0,,/tienda1/publico/entrar.jsp
GET,B66E31438FFB98ABDCB9F60416E7D88B,0,,0,modo=registro&login=conchita&password=eqU1TACi%D3n&nombre=Sahid&apellidos=Argim%F3n&email=schucrenberg-oheaney3%40testdevelcidad.info&dni=55540530S&direccion=Pl.+Cantarranillas+21%2C+&ciudad=Talavera&cp=17751&provincia=Le%F3n&ntc=1888165017368126&B1=Registrar,/tienda1/publico/registro.jsp?modo=registro&login=conchita&password=eqU1TACi%D3n&nombre=Sahid&apellidos=Argim%F3n&email=schucrenberg-oheaney3%40testdevelcidad.info&dni=55540530S&direccion=Pl.+Cantarranillas+21%2C+&ciudad=Talavera&cp=17751&provincia=Le%F3n&ntc=1888165017368126&B1=Registrar
GET,5DBD055571A4D9F064BB5122FE6FBF4A,0,,0,B2=Vaciar+carrito,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito
POST,69B008DBBB1AEA76F869AC050975A264,17,B2=Vaciar+carrito,0,,/tienda1/publico/vaciar.jsp
GET,EF0264DDE05DCE3E2F636E26C34A731E,0,,0,,/tienda1/global/menum.jsp
GET,4E270A2EC483CFB3566A21E127CD13B8,0,,0,,/tienda1/global/estilos.css
GET,D665BB8B8E004874587E90C2695A4C73,0,,0,,/tienda1/miembros/imagenes/ogono.jpg
GET,050506F71FF9E6E509D4D9FFFA87E8CB,0,,0,,/tienda1/miembros/index.jsp
GET,24F14411091665D0253ED5CE1BB3D2C1,0,,0,modo=registro&login=zeljko&password=s46ro6&nombre=Galatas&apellidos=Caigua+Llobet&email=ornstein%40beljos.fr&dni=38623329G&direccion=Aldebaran+84%2C+&ciudad=Brozas&cp=37319&provincia=Toledo&ntc=1223521743723131&B1=Registrar,/tienda1/miembros/editar.jsp?modo=registro&login=zeljko&password=s46ro6&nombre=Galatas&apellidos=Caigua+Llobet&email=ornstein%40beljos.fr&dni=38623329G&direccion=Aldebaran+84%2C+&ciudad=Brozas&cp=37319&provincia=Toledo&ntc=1223521743723131&B1=Registrar
GET,DF32320900AEB691072A0D8F8C033589,0,,0,,/tienda1/miembros/fotos.jsp
GET,7E52983A1066EEC3CF0D65162C60771E,0,,0,,/tienda1/miembros/salir.jsp
GET,8D3B3607CB811E2CC277331C43808C47,0,,0,,/tienda1/imagenes/1.gif
GET,9D12E0ACA1A6114E8C8C61D385D00A3F,0,,0,,/tienda1/imagenes/2.gif
GET,F060A0558FAD1B9195B89E5D8A698D9C,0,,0,,/tienda1/imagenes/logo.gif
GET,5CD2F4B583557CFB92580811AFE8CDC5,0,,0,,/tienda1/imagenes/nuestratierra.jpg
GET,99DB4D0505C55DFEE4E4CFDF7AD7DD1B,0,,0,,/tienda1/index.jsp
POST,F3D80F83F9EB2E2A3326F8E14DA06237,71,id=1&nombre=Queso+Manchego&precio=39&cantidad=16&B1=A%F1adir+al+carrito,0,,/tienda1/publico/anadir.jsp
GET,9C12A52A51100F926FA33043735EA959,0,,0,modo=entrar&login=franza&pwd=corota&remember=off&B1=Entrar,/tienda1/publico/autenticar.jsp?modo=entrar&login=franza&pwd=corota&remember=off&B1=Entrar
POST,1181DCD7548E796CBDE375EEC7799DBB,4,id=2,0,,/tienda1/publico/caracteristicas.jsp
GET,4FDBEF502FC1566C91369C7746198C83,0,,0,errorMsg=Credenciales+incorrectas,/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas
GET,6CAF1ADACE4FAF23C44D41E5BEF9ED4C,0,,0,modo=insertar&precio=2829&B1=Pasar+por+caja,/tienda1/publico/pagar.jsp?modo=insertar&precio=2829&B1=Pasar+por+caja
GET,FCB0EA364C914466EFE5FA2D9CF94B55,0,,0,modo=registro&login=tiena&password=buc_%E9falO&nombre=Iberio&apellidos=Marmolejos&email=lester_muenster%40erasmusrooms.org&dni=54415049Q&direccion=Raco+67%2C+4%3FC&ciudad=Villanueva+de+la+Serena&cp=08281&provincia=Burgos&ntc=6091962407544317&B1=Registrar,/tienda1/publico/registro.jsp?modo=registro&login=tiena&password=buc_%E9falO&nombre=Iberio&apellidos=Marmolejos&email=lester_muenster%40erasmusrooms.org&dni=54415049Q&direccion=Raco+67%2C+4%3FC&ciudad=Villanueva+de+la+Serena&cp=08281&provincia=Burgos&ntc=6091962407544317&B1=Registrar
POST,C158E07370C534466DF87AAD82B93156,254,modo=registro&login=tiena&password=buc_%E9falO&nombre=Iberio&apellidos=Marmolejos&email=lester_muenster%40erasmusrooms.org&dni=54415049Q&direccion=Raco+67%2C+4%3FC&ciudad=Villanueva+de+la+Serena&cp=08281&provincia=Burgos&ntc=6091962407544317&B1=Registrar,0,,/tienda1/publico/registro.jsp
GET,708532DDA4688D62E8994414A409BE80,0,,0,B2=Vaciar+carrito,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito
POST,490220D5957BB78AEC82E66F58C1249F,17,B2=Vaciar+carrito,0,,/tienda1/publico/vaciar.jsp
GET,CBB5C3EFBD8FEE1D9FD72478C9F7E0D3,0,,0,,/tienda1/global/creditos.jsp
GET,192652F742F91092A09682E20F0EFFD5,0,,0,,/tienda1/global/menum.jsp
GET,2B89C3251F277D6A1554E0A7FE4EA575,0,,0,,/tienda1/global/titulo.jsp
GET,3E1EEE76782F3F9BC388EE27DC89D955,0,,0,,/tienda1/miembros/imagenes/castro.jpg
GET,74D3EE6933E09380A8212384E7F71BBB,0,,0,,/tienda1/miembros/imagenes/ogono.jpg
GET,5B383B9C72AF8B92FE80C943DC980D30,0,,0,,/tienda1/miembros/index.jsp
POST,E58F5B5C3C51429AC7CB4FCB0BD99831,254,modo=registro&login=rudisill8&password=2EA6On9%E9s&nombre=Damisa&apellidos=Couto+Capellades&email=smith-ryg8%40lingotes.com.br&dni=70996380A&direccion=Travessera+Muntanya+27+&ciudad=Ingenio&cp=37257&provincia=Castell%F3n&ntc=0353282720195441&B1=Registrar,0,,/tienda1/miembros/editar.jsp
GET,46514A9F84C57D78293416A8F9F3190C,0,,0,,/tienda1/miembros/salir.jsp
GET,C229230DBE3279235431D535863D3F4F,0,,0,,/tienda1/imagenes/1.gif
GET,3A459F6EDB42D0D298A29E785BEA7A3A,0,,0,,/tienda1/imagenes/3.gif
GET,318AF33EAF5849AC3BD07EB925710996,0,,0,,/tienda1/imagenes/cmenbul.gif
GET,8D185813190241110FA6D3E22F143643,0,,0,,/tienda1/imagenes/nuestratierra.jpg
GET,A1575994AA9F0B0964E6EE6505FD8A3D,0,,0,id=3&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=33&B1=A%F1adir+al+carrito,/tienda1/publico/anadir.jsp?id=3&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=33&B1=A%F1adir+al+carrito
POST,24B7B811C58798F4F306671FEB8A03D6,74,id=3&nombre=Jam%F3n+Ib%E9rico&precio=85&cantidad=33&B1=A%F1adir+al+carrito,0,,/tienda1/publico/anadir.jsp
GET,C247D9092D377A5AFC9A3C7A5A86B692,0,,0,modo=entrar&login=denno&pwd=goter%F3n&remember=off&B1=Entrar,/tienda1/publico/autenticar.jsp?modo=entrar&login=denno&pwd=goter%F3n&remember=off&B1=Entrar
GET,29A79FEBA5A19167A20DBC92D79C3D33,0,,0,id=1,/tienda1/publico/caracteristicas.jsp?id=1
POST,84700CF5C5DA170E096F0489401C5A09,4,id=1,0,,/tienda1/publico/caracteristicas.jsp
GET,41FFCDB1802F69CD3C6713041056D39C,0,,0,errorMsg=Credenciales+incorrectas,/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas
POST,5470A8314AA037B48C8DDD45D7025F8D,33,errorMsg=Credenciales+incorrectas,0,,/tienda1/publico/entrar.jsp
GET,68871E5472ECE88A8F7FA18B4D4A0977,0,,0,,/tienda1/publico/miembros.jsp
GET,CCA77C083B6B27D70AA470759D94BE33,0,,0,modo=insertar&precio=2820&B1=Confirmar,/tienda1/publico/pagar.jsp?modo=insertar&precio=2820&B1=Confirmar
POST,DD8C7CA609E533D50659079F02342ED9,38,modo=insertar&precio=2820&B1=Confirmar,0,,/tienda1/publico/pagar.jsp
POST,225B2D61E3A6E509217F05482554F0AA,271,modo=registro&login=nuttall&password=7alcar19&nombre=Pericles&apellidos=Forn%E9s+Rigall&email=trejan%40carloshoya.mo&dni=22997473A&direccion=Calle+Jose+Lopez+Tafall+192+&ciudad=Barrio+de+Mu%F1%F3&cp=24429&provincia=Santa+Cruz+de+Tenerife&ntc=1702414193720942&B1=Registrar,0,,/tienda1/publico/registro.jsp
GET,FD82A83377BB5C826BC2F8022DA1E4A1,0,,0,B2=Vaciar+carrito,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito
POST,11E329A162F1CD75292972D550A36A2E,17,B2=Vaciar+carrito,0,,/tienda1/publico/vaciar.jsp
GET,2FF0D7D8120BECE5379A45B3797A7FAC,0,,0,,/tienda1/global/menum.jsp
GET,75CC72ECC79651A529CC1EDC933B0BAF,0,,0,,/tienda1/global/titulo.jsp
GET,8F9DD64F5D025A6DCB2F8671EA73759C,0,,0,,/tienda1/global/estilos.css
GET,A4049811277853A3570FC2E4B7869C73,0,,0,,/tienda1/miembros/imagenes/castro.jpg
GET,7CD0093D888C39BB7C7E3BDCD67032E7,0,,0,,/tienda1/miembros/imagenes/zarauz.jpg
GET,CDF0BDF309FD81F47CBEB5923B99497F,0,,0,,/tienda1/miembros/index.jsp
GET,D3960232E5ED5E9F93C018A3E5574208,0,,0,modo=registro&login=oman&password=encap-irotar&nombre=Arnold&apellidos=Serc%F3s+Orteu&email=pepe.whitehead%40jaxiaabogadosyeconomistas.nr&dni=92793320G&direccion=C%2F+La+Pinta%2C+158+9%3FD&ciudad=Villadecanes&cp=47185&provincia=Guip%FAzcoa&ntc=8715715387496940&B1=Registrar,/tienda1/miembros/editar.jsp?modo=registro&login=oman&password=encap-irotar&nombre=Arnold&apellidos=Serc%F3s+Orteu&email=pepe.whitehead%40jaxiaabogadosyeconomistas.nr&dni=92793320G&direccion=C%2F+La+Pinta%2C+158+9%3FD&ciudad=Villadecanes&cp=47185&provincia=Guip%FAzcoa&ntc=8715715387496940&B1=Registrar
POST,56EE36EEF96FC84D4E86A057023DAC21,273,modo=registro&login=oman&password=encap-irotar&nombre=Arnold&apellidos=Serc%F3s+Orteu&email=pepe.whitehead%40jaxiaabogadosyeconomistas.nr&dni=92793320G&direccion=C%2F+La+Pinta%2C+158+9%3FD&ciudad=Villadecanes&cp=47185&provincia=Guip%FAzcoa&ntc=8715715387496940&B1=Registrar,0,,/tienda1/miembros/editar.jsp
GET,513B7F8D7141BAC4C475D52BEFD4DBF9,0,,0,,/tienda1/miembros/fotos.jsp
GET,1E06AD4B804C2FB40431E96600CBDC78,0,,0,,/tienda1/miembros/salir.jsp
GET,77216FCE6450A74BEDCF199B218097F1,0,,0,,/tienda1/imagenes/1.gif
GET,BA4D70FAA43C9ADE12E03441447ECEA5,0,,0,,/tienda1/imagenes/2.gif
GET,89010C5FEFDE3029D9AC9B2521191577,0,,0,,/tienda1/imagenes/cmenbul.gif
GET,618A476F892359725630D72D3E34423F,0,,0,,/tienda1/index.jsp
GET,C2B4E101C2DA3D342F82930CE40F909F,0,,0,id=3&nombre=Vino+Rioja&precio=85&cantidad=55&B1=A%F1adir+al+carrito,/tienda1/publico/anadir.jsp?id=3&nombre=Vino+Rioja&precio=85&cantidad=55&B1=A%F1adir+al+carrito
POST,E8B2A64F67F47998EEFAA221E2CE43A9,67,id=3&nombre=Vino+Rioja&precio=85&cantidad=55&B1=A%F1adir+al+carrito,0,,/tienda1/publico/anadir.jsp
GET,B7FC744DF027A1A017B3E05447B8A69C,0,,0,modo=entrar&login=mandruso&pwd=90r2L&remember=off&B1=Entrar,/tienda1/publico/autenticar.jsp?modo=entrar&login=mandruso&pwd=90r2L&remember=off&B1=Entrar
POST,3A6A01977C99E6524F5E5FB485B627A0,59,modo=entrar&login=mandruso&pwd=90r2L&remember=off&B1=Entrar,0,,/tienda1/publico/autenticar.jsp
POST,1FC2E25762688821D9A7252BF4BD10E5,4,id=1,0,,/tienda1/publico/caracteristicas.jsp
GET,B047BA5B5D4C68600E382B87B0E12560,0,,0,,/tienda1/publico/carrito.jsp
GET,1DAD60A0892CEAE02B14400684ECDB23,0,,0,errorMsg=Credenciales+incorrectas,/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas
POST,DDA225A731A2714537C3886DEDAD3C10,33,errorMsg=Credenciales+incorrectas,0,,/tienda1/publico/entrar.jsp
GET,4DE851DC9BE010CD722EFC854D7C3C7F,0,,0,,/tienda1/publico/miembros.jsp
GET,BD044912394241572AFF239B9C44E9CE,0,,0,,/tienda1/publico/productos.jsp
GET,DE34C6806B6B660FB31C65D533776F9F,0,,0,modo=registro&login=yu-hung&password=4a8ar3nas&nombre=Jugen&apellidos=Blasco+Rossetti&email=rodionova%40movil-google.ga&dni=98058748L&direccion=Almirante+Cruilles+19%2C+11%3FC&ciudad=Tribaldos&cp=09341&provincia=Lleida&ntc=9639622169891672&B1=Registrar,/tienda1/publico/registro.jsp?modo=registro&login=yu-hung&password=4a8ar3nas&nombre=Jugen&apellidos=Blasco+Rossetti&email=rodionova%40movil-google.ga&dni=98058748L&direccion=Almirante+Cruilles+19%2C+11%3FC&ciudad=Tribaldos&cp=09341&provincia=Lleida&ntc=9639622169891672&B1=Registrar
POST,5B2319E2A0D4676A8A0D1F3439AEBE8C,17,B2=Vaciar+carrito,0,,/tienda1/publico/vaciar.jsp
GET,BE803444EB05489F4F28B38C61892DF1,0,,0,,/tienda1/global/creditos.jsp
GET,C39395C5FBCD84E85F95C147D6D61ECA,0,,0,,/tienda1/global/menum.jsp
GET,37540B478DAF4D1DEF5DEC99AFE15F7F,0,,0,,/tienda1/global/estilos.css
GET,ED01C8D4E1E61F50AFE76545526135E8,0,,0,,/tienda1/miembros/imagenes/castro.jpg
GET,B4B6F1869A5B46EFC193FA891488D481,0,,0,,/tienda1/miembros/index.jsp
POST,8CD3C8FB1542A388E22632778E35B318,270,modo=registro&login=malethia&password=T3%D1ue31&nombre=Graciano&apellidos=Berni+Aizpuru&email=merida%40elsentidodelavida.nc&dni=60516960G&direccion=Paseo+Alberto+Palacios%2C+61%2C+&ciudad=Puerto+de+Santa+Cruz&cp=45112&provincia=Valencia&ntc=7062837084411016&B1=Registrar,0,,/tienda1/miembros/editar.jsp
GET,F3AC0D2EC59271B2DC8ECC812D51D0BA,0,,0,,/tienda1/miembros/fotos.jsp
GET,A2338DC1B43F3D4F6B05DA8D0724DB97,0,,0,,/tienda1/imagenes/1.gif
GET,4ED5906F002793C8C7DB814EC2F2411A,0,,0,,/tienda1/imagenes/3.gif
GET,4BB41C1DDEBCC5EC2BAE0A2191E942F0,0,,0,,/tienda1/imagenes/cmenbul.gif
GET,6E13C911A5F0512D158A9F76FD240BAD,0,,0,,/tienda1/imagenes/logo.gif
GET,8AE4C60657CCDE135FE6B873812A7476,0,,0,,/tienda1/imagenes/nuestratierra.jpg
GET,13C5D00B291F794FD48376E1CEF19422,0,,0,,/tienda1/index.jsp
GET,9504EE0E550EEA885C20571E107072CA,0,,0,id=2&nombre=Queso+Manchego&precio=100&cantidad=72&B1=A%F1adir+al+carrito,/tienda1/publico/anadir.jsp?id=2&nombre=Queso+Manchego&precio=100&cantidad=72&B1=A%F1adir+al+carrito
POST,0BFEE1EEBFA4BE8F84AF5AC72C9FB617,72,id=2&nombre=Queso+Manchego&precio=100&cantidad=72&B1=A%F1adir+al+carrito,0,,/tienda1/publico/anadir.jsp
GET,CE497A9C6BEDE330E3635693C9F20AD3,0,,0,modo=entrar&login=jamil&pwd=rutilant%2Be&remember=on&B1=Entrar,/tienda1/publico/autenticar.jsp?modo=entrar&login=jamil&pwd=rutilant%2Be&remember=on&B1=Entrar
POST,05FD25D3ECCEBF33D84907E594EC35C2,62,modo=entrar&login=jamil&pwd=rutilant%2Be&remember=on&B1=Entrar,0,,/tienda1/publico/autenticar.jsp
GET,A185C72D2C27A736F46DA23132CEB923,0,,0,id=1,/tienda1/publico/caracteristicas.jsp?id=1
GET,E1D5EB5EB438D9A344E094CC9F660F35,0,,0,,/tienda1/publico/carrito.jsp
GET,DA6C48F2A31708493AFDBF4139477CB0,0,,0,errorMsg=Credenciales+incorrectas,/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas
POST,8F3D723AB66919C7DA06545A787BD4ED,33,errorMsg=Credenciales+incorrectas,0,,/tienda1/publico/entrar.jsp
GET,391CBA7FE4DDACB096802EF46B74F45A,0,,0,,/tienda1/publico/miembros.jsp
POST,0C6A909968B39540AB296D845509B80F,37,modo=insertar&precio=349&B1=Confirmar,0,,/tienda1/publico/pagar.jsp
GET,0FD014DF992E4753CA90DF66A531961A,0,,0,,/tienda1/publico/productos.jsp
POST,DE6034B9652D8D428010023099622B91,255,modo=registro&login=hoog&password=cAp%21Tar&nombre=Cimoteo&apellidos=Yax&email=embree_chevret%40softwaremasservicio.bs&dni=58007817T&direccion=Isidoro+Rodriguez+Acevedo+192%2C+4H&ciudad=Beniel&cp=45908&provincia=C%F3rdoba&ntc=5109006060601152&B1=Registrar,0,,/tienda1/publico/registro.jsp
GET,FEFDF01C356165A7301767A251DC6A2F,0,,0,B2=Vaciar+carrito,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito
POST,92E20896190A7CF4A08D4F81F3D67218,17,B2=Vaciar+carrito,0,,/tienda1/publico/vaciar.jsp
GET,846E0EA5F5AFAFF36F877F0AA409A9A0,0,,0,,/tienda1/global/menum.jsp
GET,96316B56F5B762273207102B2C7F6653,0,,0,,/tienda1/global/titulo.jsp
GET,DC0ECF61B2FDDE0DE38A70D214EFFE98,0,,0,,/tienda1/global/estilos.css
GET,05DF482E5A5953DEF7EAF79A4BA06E45,0,,0,,/tienda1/miembros/imagenes/castro.jpg
GET,903E7CCD35409A6C952AED88BE459729,0,,0,,/tienda1/miembros/imagenes/ogono.jpg
GET,7C326E3797373EABEC344059E4343C31,0,,0,,/tienda1/miembros/imagenes/zarauz.jpg
GET,B00D0E6F3461645A125E3DEC882DD332,0,,0,,/tienda1/miembros/index.jsp
GET,83ADAF4EA00542BCF1984E064A82A7D4,0,,0,modo=registro&login=eleni&password=DE5pe%F1AdurA&nombre=Zahira&apellidos=Monteoliva+Pag%E8s&email=stimson_holbrook%40cementosanfranq.ly&dni=02005072R&direccion=Vicari+Joan+Catany+123+1%3FC&ciudad=Y%E9sero&cp=42172&provincia=Badajoz&ntc=3547056406235223&B1=Registrar,/tienda1/miembros/editar.jsp?modo=registro&login=eleni&password=DE5pe%F1AdurA&nombre=Zahira&apellidos=Monteoliva+Pag%E8s&email=stimson_holbrook%40cementosanfranq.ly&dni=02005072R&direccion=Vicari+Joan+Catany+123+1%3FC&ciudad=Y%E9sero&cp=42172&provincia=Badajoz&ntc=3547056406235223&B1=Registrar
POST,C67FE67D2E541E3114BE1217F4F991B1,265,modo=registro&login=eleni&password=DE5pe%F1AdurA&nombre=Zahira&apellidos=Monteoliva+Pag%E8s&email=stimson_holbrook%40cementosanfranq.ly&dni=02005072R&direccion=Vicari+Joan+Catany+123+1%3FC&ciudad=Y%E9sero&cp=42172&provincia=Badajoz&ntc=3547056406235223&B1=Registrar,0,,/tienda1/miembros/editar.jsp
GET,15727F1470A68391B7558BCBE03DCC84,0,,0,,/tienda1/miembros/fotos.jsp
GET,27BE75CCFD3AFB82F8F9A47E8A2DE8CE,0,,0,,/tienda1/miembros/salir.jsp
GET,B9AF7CEC3AD985B8D222498733CD6A9F,0,,0,,/tienda1/imagenes/2.gif
GET,8037D4340A3FCC499604B7D2FCB6814A,0,,0,,/tienda1/imagenes/logo.gif
POST,D4F99B8FF4D53A03EAB6422F904724D2,58,modo=entrar&login=perras&pwd=b3r3al&remember=off&B1=Entrar,0,,/tienda1/publico/autenticar.jsp
POST,CB56B5F25CBD4DBE03CC95AF1CF2CB9E,4,id=1,0,,/tienda1/publico/caracteristicas.jsp
GET,B13012BB9510FD4753A66752FB7EC990,0,,0,,/tienda1/publico/carrito.jsp
GET,08E3A2F14E307DAEF2603A178B3AE07B,0,,0,errorMsg=Credenciales+incorrectas,/tienda1/publico/entrar.jsp?errorMsg=Credenciales+incorrectas
POST,975A34EB0F1EB5FEBA8CE3F268218560,33,errorMsg=Credenciales+incorrectas,0,,/tienda1/publico/entrar.jsp
GET,46B28066A84B2F5E2AD1FC206C9AD217,0,,0,,/tienda1/publico/miembros.jsp
GET,87B24835612CBDCDBBA3B5D14CD2F342,0,,0,modo=insertar&precio=7542&B1=Pasar+por+caja,/tienda1/publico/pagar.jsp?modo=insertar&precio=7542&B1=Pasar+por+caja
POST,F6310BEAA652507EBC63A8462D40BC12,43,modo=insertar&precio=7542&B1=Pasar+por+caja,0,,/tienda1/publico/pagar.jsp
GET,8B0D3366FED8D831E37C27A29CB68427,0,,0,,/tienda1/publico/productos.jsp
GET,51CB7ACE77B193F64DF3166ADC7BE8CE,0,,0,modo=registro&login=fisico&password=aguzadera&nombre=Judas&apellidos=Belonne+Santaella&email=sinatra%40cementoscalibra.mil&dni=39960501W&direccion=Callejon+Huertas+94+7A&ciudad=Barakaldo&cp=49180&provincia=Navarra&ntc=1281450288895094&B1=Registrar,/tienda1/publico/registro.jsp?modo=registro&login=fisico&password=aguzadera&nombre=Judas&apellidos=Belonne+Santaella&email=sinatra%40cementoscalibra.mil&dni=39960501W&direccion=Callejon+Huertas+94+7A&ciudad=Barakaldo&cp=49180&provincia=Navarra&ntc=1281450288895094&B1=Registrar
POST,012ADAF9A9C3775CD35B3483146E5BBF,247,modo=registro&login=fisico&password=aguzadera&nombre=Judas&apellidos=Belonne+Santaella&email=sinatra%40cementoscalibra.mil&dni=39960501W&direccion=Callejon+Huertas+94+7A&ciudad=Barakaldo&cp=49180&provincia=Navarra&ntc=1281450288895094&B1=Registrar,0,,/tienda1/publico/registro.jsp
GET,C5E676D1FE551607103975CE91D29F41,0,,0,B2=Vaciar+carrito,/tienda1/publico/vaciar.jsp?B2=Vaciar+carrito
POST,F7CAD71BABF1818B4A0864881970BA5B,17,B2=Vaciar+carrito,0,,/tienda1/publico/vaciar.jsp
GET,20D8077F70AAD89BDBCA2D11EC40CD28,0,,0,,/tienda1/global/creditos.jsp
GET,33F05F260AC7F37C871A2E06E37DB54C,0,,0,,/tienda1/global/menum.jsp
GET,5BC48D2DC92E4AE4265C7E3EAD3212CC,0,,0,,/tienda1/global/titulo.jsp
GET,DE4CE2F37E7B090D5CDD989FD8DAB677,0,,0,,/tienda1/global/estilos.css
GET,1C352150FD87BF2433F08852A8C95787,0,,0,,/tienda1/miembros/imagenes/castro.jpg
GET,60EC11C85CBD08F847282746EF7256FF,0,,0,,/tienda1/miembros/imagenes/ogono.jpg
GET,8DFEFD86EBC66F56C4BE687CD3F0B6D9,0,,0,,/tienda1/miembros/imagenes/zarauz.jpg
POST,A5FEDBD55C10EF72C109FE4955EB0618,278,modo=registro&login=august&password=caTEtE&nombre=Karem&apellidos=Ba%F1uls+San+Marful&email=fish%40erasmusrooms.de&dni=41992996X&direccion=C%2F+Arc+De+Sant+Ramon+Del+Call%2C+189%2C+2-E&ciudad=Pedrosa+de+R%EDo+%DArbel&cp=12185&provincia=Alicante&ntc=1524943090962502&B1=Registrar,0,,/tienda1/miembros/editar.jsp
